COU,Country,Variable,Risk,Year,Unit,PowerCode,Value
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,1.700484
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,1.595363
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,1.760393
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,1.917336
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,2.010128
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,201.315
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,216.855
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,272.09
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,264.658
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,238.33
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,300
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,261.468
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,2.562387
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,2.180128
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,2.735436
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,2.660713
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,3.096759
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,3.825556
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,3.281831
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,959.035
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,963.037
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,934.264
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,927.907
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,839.782
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,798.073
HRV,Croatia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,743.796
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,10.38188
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,10.83258
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,10.29295
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,9.988434
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,9.606851
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,9.104066
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,8.242996
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,357.806
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,387.479
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,426.423
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,505.272
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,596.867
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,788.252
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,841.388
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,158.143
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,149.978
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,134.722
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,104.634
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,100.636
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,129.548
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,127.274
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,1.58988
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,1.507795
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,1.354419
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,1.051929
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,1.01173
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,1.302397
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,1.281125
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,1024.631
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,989.005
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,890.286
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,939.763
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,976.455
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,958.617
EGY,Egypt,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,902.379
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,10.30103
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,11.78979
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,10.42596
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,10.91674
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,11.1093
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,10.88236
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,10.13176
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,133.966
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,145.745
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,183.324
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,192.01
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,207.546
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,292.013
SLV,El Salvador,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,294.576
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,1.646439
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,1.7618
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,2.204408
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,2.297791
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,2.467735
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,3.435665
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,3.440208
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,269.214
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,212.918
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,169.569
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,135.089
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,130.486
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,67.303
FIN,Finland,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,69.65
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,2.838308
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,2.265044
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,1.720666
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,1.339478
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,1.287129
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,0.6662087
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,0.678485
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,403.756
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,357.472
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,326.014
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,278.893
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,275.995
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,216.93
FRA,France,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,203.434
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,4.192455
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,3.679105
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,3.273319
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,2.773181
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,2.737525
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,2.14033
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,1.984264
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,669.291
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,662.409
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,686.449
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,619.248
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,637.556
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,552.716
GRC,Greece,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,545.872
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,7.08352
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,7.001996
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,7.406554
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,6.448003
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,6.620028
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,5.954578
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,5.809804
